UF,MUNICIPIO,ZONA,ELEITORES_TOTAL,ELEITORES_FEMININO,ELEITORES_MASCULINO,SECOES
PR,Jardim Alegre,93,8895,4608,4287,34
PR,Jardim Olinda,91,1344,679,665,5
PR,Jataizinho,80,9442,4964,4478,31
PR,Jesuítas,120,7307,3770,3537,25
PR,Joaquim Távora,55,9077,4781,4296,28
PR,Jundiaí do Sul,82,2885,1447,1438,9
PR,Juranda,98,6124,3193,2931,21
PR,Jussara,149,5426,2862,2564,17
PR,Kaloré,70,4042,2079,1963,14
PR,Lapa,10,36126,18392,17734,128
PR,Laranjal,134,4652,2276,2376,18
PR,Laranjeiras do Sul,45,24076,12758,11318,84
PR,Leópolis,26,3495,1785,1710,13
PR,Lidianópolis,93,3449,1761,1688,13
PR,Lindoeste,143,5111,2535,2576,16
PR,Loanda,85,15558,8399,7159,56
PR,Lobato,150,3831,2001,1830,13
PR,Londrina,41,97258,53032,44226,320
PR,Londrina,42,97446,54127,43319,291
PR,Londrina,146,95852,51437,44415,296
PR,Londrina,157,94764,52074,42690,289
PR,Luiziana,183,5887,2959,2928,19
PR,Lunardelli,132,4178,2154,2024,14
PR,Lupionópolis,159,3992,2099,1893,14
PR,Mallet,37,10480,5160,5320,37
PR,Mamborê,170,10574,5535,5039,38
PR,Mandaguari,60,27222,14332,12890,86
PR,Mandaguaçu,102,19354,10135,9219,64
PR,Mandirituba,144,19477,9883,9594,62
PR,Manfrinópolis,69,3144,1451,1693,11
PR,Mangueirinha,168,13564,7042,6522,47
PR,Manoel Ribas,196,10790,5594,5196,42
PR,Marechal Cândido Rondon,121,39783,20970,18813,156
PR,Maria Helena,142,4713,2431,2282,16
PR,Marialva,81,29411,15512,13899,101
PR,Marilena,96,5913,2975,2938,19
PR,Mariluz,86,7552,3920,3632,26
PR,Marilândia do Sul,76,7063,3537,3526,28
PR,Maringá,66,99438,54525,44913,331
PR,Maringá,137,95079,52015,43064,305
PR,Maringá,192,97671,52891,44780,338
PR,Maripá,124,5189,2703,2486,18
PR,Mariópolis,47,5484,2813,2671,19
PR,Marmeleiro,140,11558,5981,5577,37
PR,Marquinho,134,3911,1941,1970,16
PR,Marumbi,70,3944,2023,1921,13
PR,Matelândia,118,13502,7023,6479,42
PR,Matinhos,194,34345,18397,15948,100
PR,Mato Rico,38,3246,1538,1708,16
PR,Mauá da Serra,76,7588,3859,3729,24
PR,Medianeira,114,36886,19433,17453,126
PR,Mercedes,121,4893,2527,2366,20
PR,Mirador,100,2169,1091,1078,8
PR,Miraselva,65,1842,933,909,7
PR,Missal,114,9540,4856,4684,33
PR,Moreira Sales,92,9114,4695,4419,36
PR,Morretes,51,14431,7394,7037,50
PR,Munhoz De Mello,150,3495,1780,1715,11
PR,Nossa Senhora das Graças,95,3188,1631,1557,11
PR,Nova Aliança do Ivaí,72,1576,808,768,5
PR,Nova América da Colina,35,3315,1670,1645,12
PR,Nova Aurora,120,9611,5027,4584,36
PR,Nova Cantu,169,5978,3004,2974,22
PR,Nova Esperança,71,19246,10257,8989,74
PR,Nova Esperança do Sudoeste,162,5180,2480,2700,16
PR,Nova Fátima,108,6017,3190,2827,22
PR,Nova Laranjeiras,45,8472,4223,4249,32
PR,Nova Londrina,96,9646,5125,4521,34
PR,Nova Olímpia,127,4768,2502,2266,17
PR,Nova Prata do Iguaçu,162,8858,4487,4371,27
PR,Nova Santa Bárbara,63,3681,1952,1729,13
PR,Nova Santa Rosa,124,6972,3606,3366,25
PR,Nova Tebas,196,5915,2922,2993,24
PR,Novo Itacolomi,28,2979,1475,1504,9
PR,Ortigueira,167,19756,9751,10005,72
PR,Ourizona,102,2801,1439,1362,10
PR,Ouro Verde do Oeste,148,5284,2708,2576,17
PR,Paiçandu,154,29528,15679,13849,101
PR,Palmas,32,32032,16870,15162,106
PR,Palmeira,13,26588,13640,12948,92
PR,Palmital,134,10711,5431,5280,43
PR,Palotina,124,24089,12690,11399,85
PR,Paranacity,91,7543,3934,3609,24
PR,Paranaguá,5,106498,55499,50999,323
PR,Paranapoema,91,2111,1082,1029,7
PR,Paranavaí,72,62893,34257,28636,202
PR,Paraíso do Norte,100,9363,4832,4531,30
PR,Pato Bragado,121,4482,2388,2094,15
PR,Pato Branco,73,63133,33714,29419,213
PR,Paula Freitas,33,4762,2327,2435,20
PR,Paulo Frontin,37,5704,2739,2965,21
PR,Peabiru,74,9810,5181,4629,33
PR,Perobal,142,5655,2953,2702,17
PR,Pinhais,188,96868,51626,45242,281
PR,Pinhal de São Bento,83,2544,1267,1277,10
PR,Pinhalão,19,5806,2934,2872,19
PR,Pinhão,160,23599,12003,11596,84
PR,Piraquara,155,71706,38092,33614,215
PR,Piraí do Sul,27,18613,9497,9116,63
PR,Pitanga,38,25393,12999,12394,103
PR,Pitangueiras,67,2639,1342,1297,8
PR,Piên,144,10532,5161,5371,37
PR,Planaltina do Paraná,94,3403,1743,1660,12
PR,Planalto,107,10114,5179,4935,38
PR,Ponta Grossa,14,86183,46203,39980,268
PR,Ponta Grossa,15,95812,50679,45133,286
PR,Ponta Grossa,139,70287,37388,32899,227
PR,Pontal do Paraná,194,23740,12528,11212,72
PR,Porecatu,65,9547,5058,4489,34
PR,Porto Amazonas,13,3862,1969,1893,13
PR,Porto Barreiro,45,3160,1506,1654,13
PR,Porto Rico,85,2976,1453,1523,10
PR,Porto Vitória,153,3234,1578,1656,15
PR,Prado Ferreira,65,3178,1631,1547,10
PR,Pranchita,83,4603,2389,2214,17
PR,Presidente Castelo Branco,71,3839,1911,1928,13
PR,Primeiro de Maio,40,8255,4277,3978,26
PR,Prudentópolis,30,38455,19365,19090,157
PR,Pérola,135,9483,5026,4457,30
PR,Pérola d'Oeste,107,5274,2690,2584,19
PR,Quarto Centenário,92,3476,1774,1702,13
PR,Quatiguá,55,6645,3509,3136,20
PR,Quatro Barras,195,17809,9137,8672,53
PR,Quatro Pontes,121,3994,2088,1906,14
PR,Quedas do Iguaçu,163,22806,11760,11046,80
PR,Querência do Norte,85,7931,4077,3854,32
PR,Quinta do Sol,116,4288,2200,2088,13
PR,Quitandinha,11,13841,6853,6988,46
PR,Ramilândia,118,3651,1805,1846,11
PR,Rancho Alegre,84,3190,1687,1503,10
PR,Rancho Alegre D'Oeste,92,2346,1209,1137,10
PR,Realeza,130,14251,7521,6730,46
PR,Rebouças,62,12030,6092,5938,38
PR,Renascença,140,5301,2726,2575,17
PR,Reserva,39,20041,9946,10095,72
PR,Reserva do Iguaçu,160,5489,2675,2814,19
PR,Ribeirão Claro,23,9810,5064,4746,30
PR,Ribeirão do Pinhal,82,10017,5254,4763,34
PR,Rio Azul,62,11146,5448,5698,35
PR,Rio Bom,76,3018,1495,1523,11
PR,Rio Bonito do Iguaçu,45,10837,5311,5526,41
PR,Rio Branco do Ivaí,136,3508,1723,1785,13
PR,Rio Branco do Sul,156,26827,13579,13248,87
PR,Rio Negro,11,23832,12106,11726,84
PR,Rolândia,59,48604,25867,22737,154
PR,Roncador,141,8791,4539,4252,31
PR,Rondon,100,6964,3555,3409,25
PR,Rosário do Ivaí,136,4691,2358,2333,19
PR,Sabáudia,61,6571,3418,3153,19
PR,Salgado Filho,131,3552,1762,1790,17
PR,Salto do Itararé,21,4605,2327,2278,16
PR,Salto do Lontra,162,10926,5518,5408,37
PR,Santa Amélia,58,3056,1567,1489,11
PR,Santa Cecília do Pavão,63,3076,1610,1466,13
PR,Santa Cruz de Monte Castelo,94,6685,3518,3167,22
PR,Santa Fé,150,9061,4846,4215,28
PR,Santa Helena,129,20815,10963,9852,75
PR,Santa Inês,95,1687,859,828,7
PR,Santa Isabel do Ivaí,94,6813,3578,3235,27
PR,Santa Izabel do Oeste,130,8747,4499,4248,29
PR,Santa Lúcia,165,3238,1620,1618,8
PR,Santa Maria do Oeste,38,7977,3932,4045,35
PR,Santa Mariana,109,9292,4902,4390,33
PR,Santa Mônica,94,2710,1392,1318,10
PR,Santa Tereza do Oeste,143,10187,5246,4941,31
PR,Santa Terezinha de Itaipu,147,18753,10239,8514,58
PR,Santana do Itararé,20,4596,2314,2282,15
PR,Santo Antônio da Platina,22,31802,16970,14832,108
PR,Santo Antônio do Caiuá,87,2374,1213,1161,7
PR,Santo Antônio do Paraíso,99,2261,1163,1098,9
PR,Santo Antônio do Sudoeste,83,15158,7988,7170,53
PR,Santo Inácio,159,4748,2452,2296,14
PR,Sapopema,119,5457,2713,2744,22
PR,Sarandi,206,70065,37459,32606,217
PR,Saudade do Iguaçu,103,5328,2724,2604,16
PR,Sengés,54,13687,6774,6913,50
PR,Serranópolis do Iguaçu,114,4376,2250,2126,17
PR,Sertaneja,26,4803,2491,2312,16
PR,Sertanópolis,40,13062,6857,6205,40
PR,Siqueira Campos,21,15965,8294,7671,50
PR,Sulina,151,2926,1457,1469,12
PR,São Carlos do Ivaí,100,5055,2629,2426,17
PR,São Jerônimo da Serra,63,8395,4182,4213,35
PR,São Jorge d'Oeste,151,7945,4071,3874,29
PR,São Jorge do Ivaí,102,4754,2463,2291,18
PR,São Jorge do Patrocínio,123,5131,2642,2489,17
PR,São José da Boa Vista,20,4721,2363,2358,16
PR,São José das Palmeiras,148,3422,1752,1670,11
PR,São José dos Pinhais,8,114892,60628,54264,343
PR,São José dos Pinhais,199,104527,55699,48828,293
PR,São João,151,9026,4683,4343,33
PR,São João do Caiuá,87,4569,2383,2186,16
PR,São João do Ivaí,132,8892,4688,4204,29
PR,São João do Triunfo,52,11460,5448,6012,48
PR,São Manoel do Paraná,149,2057,1043,1014,7
PR,São Mateus do Sul,12,33840,17267,16573,115
PR,São Miguel do Iguaçu,122,21580,11361,10219,79
PR,São Pedro do Iguaçu,148,4999,2568,2431,19
PR,São Pedro do Ivaí,132,6880,3575,3305,25
PR,São Pedro do Paraná,85,2692,1352,1340,11
PR,São Sebastião da Amoreira,35,6528,3530,2998,22
PR,São Tomé,88,4897,2455,2442,16
PR,Tamarana,146,8859,4473,4386,29
PR,Tamboara,72,4140,2134,2006,14
PR,Tapejara,86,11543,5986,5557,37
PR,Tapira,127,4633,2402,2231,17
PR,Teixeira Soares,53,7991,3966,4025,30
PR,Telêmaco Borba,111,51269,26543,24726,166
PR,Terra Boa,173,13149,6942,6207,41
PR,Terra Rica,105,11638,6078,5560,41
PR,Terra Roxa,125,13098,6979,6119,47
PR,Tibagi,17,14737,7402,7335,50
PR,Tijucas do Sul,199,12699,6228,6471,40
PR,Toledo,75,105046,55690,49356,354
PR,Tomazina,19,6504,3186,3318,25
PR,Três Barras do Paraná,166,8997,4548,4449,35
PR,Tunas do Paraná,48,5413,2625,2788,18
PR,Tuneiras do Oeste,86,6660,3352,3308,21
PR,Tupãssi,148,6230,3207,3023,21
PR,Turvo,44,11895,5945,5950,47
PR,Ubiratã,98,18745,9976,8769,66
PR,Umuarama,89,81055,44314,36741,257
PR,Uniflor,71,2143,1085,1058,8
PR,União da Vitória,33,40207,21227,18980,139
PR,Uraí,84,8470,4440,4030,32
PR,Ventania,17,7453,3651,3802,24
PR,Vera Cruz do Oeste,118,6507,3430,3077,21
PR,Verê,115,6888,3455,3433,24
PR,Virmond,203,3544,1750,1794,12
PR,Vitorino,73,5848,2998,2850,18
PR,Wenceslau Braz,20,14326,7494,6832,48
PR,Xambrê,117,5243,2689,2554,19
PR,Ângulo,150,2765,1379,1386,9
RJ,Angra dos Reis,116,60001,30719,29282,208
RJ,Angra dos Reis,147,74572,38749,35823,240
RJ,Aperibé,34,10094,5279,4815,35
RJ,Araruama,92,107549,57944,49605,321
RJ,Areal,174,10167,5377,4790,35
RJ,Armação dos Búzios,172,35355,18760,16595,111
RJ,Arraial do Cabo,146,34442,17865,16577,111
RJ,Barra Mansa,91,87336,46448,40888,294
RJ,Barra Mansa,94,45417,24476,20941,183
RJ,Barra do Piraí,93,68941,36965,31976,259
RJ,Belford Roxo,152,97598,52954,44644,278
RJ,Belford Roxo,153,80491,43406,37085,235
RJ,Belford Roxo,154,80104,43275,36829,252
RJ,Belford Roxo,155,85494,45926,39568,235
RJ,Bom Jardim,42,22260,11358,10902,89
RJ,Bom Jesus do Itabapoana,95,28076,15013,13063,99
RJ,Cabo Frio,96,74924,40542,34382,228
RJ,Cabo Frio,256,98649,53894,44755,290
RJ,Cachoeiras de Macacu,49,46306,23941,22365,157
RJ,Cambuci,97,12191,6140,6051,50
RJ,Campos dos Goytacazes,75,113983,61258,52725,384
RJ,Campos dos Goytacazes,76,98000,52850,45150,324
RJ,Campos dos Goytacazes,98,91604,50474,41130,314
RJ,Campos dos Goytacazes,129,61939,32632,29307,222
RJ,Cantagalo,101,15025,7718,7307,70
RJ,Carapebus,255,13438,6826,6612,43
RJ,Cardoso Moreira,141,12394,6340,6054,56
RJ,Carmo,102,14055,7316,6739,58
RJ,Casimiro de Abreu,50,35392,18727,16665,117
RJ,Comendador Levy Gasparian,40,7970,4188,3782,31
RJ,Conceição de Macabu,51,16520,8536,7984,79
RJ,Cordeiro,52,16551,8903,7648,61
RJ,Duas Barras,42,10268,5123,5145,38
RJ,Duque de Caxias,78,101843,54565,47278,334
RJ,Duque de Caxias,79,95991,51641,44350,304
RJ,Duque de Caxias,103,80381,43638,36743,308
RJ,Duque de Caxias,126,107135,57247,49888,309
RJ,Duque de Caxias,127,96293,51807,44486,307
RJ,Duque de Caxias,128,64324,34178,30146,191
RJ,Duque de Caxias,200,74866,40593,34273,252
RJ,Engenheiro Paulo de Frontin,74,11050,5816,5234,43
RJ,Guapimirim,149,44310,23222,21088,146
RJ,Iguaba Grande,181,29298,15774,13524,96
RJ,Itaboraí,104,96102,51183,44919,289
RJ,Itaboraí,151,78686,41748,36938,260
RJ,Itaguaí,105,99277,52100,47177,309
RJ,Italva,141,11512,6081,5431,54
RJ,Itaocara,106,18881,9966,8915,81
RJ,Itaperuna,107,75138,40268,34870,269
RJ,Itatiaia,198,26252,13725,12527,88
RJ,Japeri,139,75446,39300,36146,241
RJ,Laje do Muriaé,112,7004,3583,3421,25
RJ,Macaé,109,93967,49027,44940,312
RJ,Macaé,254,87392,46481,40911,256
RJ,Macuco,52,7012,3679,3333,28
RJ,Magé,110,92493,48974,43519,319
RJ,Magé,148,96684,51576,45108,298
RJ,Mangaratiba,54,45744,23627,22117,138
RJ,Maricá,55,179535,97285,82250,501
RJ,Mendes,56,14641,7727,6914,64
RJ,Mesquita,83,63955,34702,29253,188
RJ,Mesquita,150,71270,38287,32983,223
RJ,Miguel Pereira,48,24446,13014,11432,78
RJ,Miracema,112,20783,11063,9720,80
RJ,Natividade,43,12298,6415,5883,43
RJ,Nilópolis,201,69870,38615,31255,247
RJ,Nilópolis,221,58577,31971,26606,202
RJ,Niterói,71,109734,61131,48603,366
RJ,Niterói,72,117580,66081,51499,366
RJ,Niterói,144,100696,56173,44523,335
RJ,Niterói,199,75658,41028,34630,251
RJ,Nova Friburgo,26,63222,34542,28680,226
RJ,Nova Friburgo,222,89567,47467,42100,314
RJ,Nova Iguaçu,27,79660,43217,36443,312
RJ,Nova Iguaçu,84,139109,75522,63587,397
RJ,Nova Iguaçu,156,120203,63695,56508,392
RJ,Nova Iguaçu,157,93545,50384,43161,278
RJ,Nova Iguaçu,158,99767,53210,46557,287
RJ,Nova Iguaçu,159,76229,40787,35442,228
RJ,Paracambi,70,33379,17633,15746,111
RJ,Paraty,57,34861,17916,16945,120
RJ,Paraíba do Sul,28,33858,18017,15841,137
RJ,Paty do Alferes,48,24051,12625,11426,78
RJ,Petrópolis,29,133356,72869,60487,477
RJ,Petrópolis,65,103628,55808,47820,348
RJ,Pinheiral,30,18449,9765,8684,57
RJ,Piraí,30,23475,12177,11298,88
RJ,Porciúncula,45,13161,6831,6330,55
RJ,Porto Real,183,17676,9270,8406,57
RJ,Quatis,183,10325,5362,4963,35
RJ,Queimados,138,102621,56034,46587,358
RJ,Quissamã,255,18987,9923,9064,62
RJ,Resende,31,63969,34684,29285,219
RJ,Resende,198,32730,16886,15844,107
RJ,Rio Bonito,32,44909,23576,21333,146
RJ,Rio Claro,108,14489,7323,7166,51
RJ,Rio das Flores,111,8631,4524,4107,29
RJ,Rio das Ostras,184,102928,55687,47241,311
RJ,Rio de Janeiro,4,117108,66152,50956,320
RJ,Rio de Janeiro,5,115751,67009,48742,354
RJ,Rio de Janeiro,7,106465,60511,45954,283
RJ,Rio de Janeiro,8,85962,47507,38455,220
RJ,Rio de Janeiro,9,153769,84534,69235,356
RJ,Rio de Janeiro,10,84335,46325,38010,217
RJ,Rio de Janeiro,14,86404,47307,39097,234
RJ,Rio de Janeiro,16,117543,66060,51483,324
RJ,Rio de Janeiro,17,109293,60877,48416,305
RJ,Rio de Janeiro,21,90050,49070,40980,242
RJ,Rio de Janeiro,22,113509,62171,51338,303
RJ,Rio de Janeiro,23,79825,43441,36384,225
RJ,Rio de Janeiro,24,99024,53919,45105,239
RJ,Rio de Janeiro,25,97086,53210,43876,233
RJ,Rio de Janeiro,118,63228,33992,29236,167
RJ,Rio de Janeiro,119,147062,80855,66207,365
RJ,Rio de Janeiro,120,80899,44014,36885,202
RJ,Rio de Janeiro,122,87130,47473,39657,196
RJ,Rio de Janeiro,123,89754,48601,41153,226
RJ,Rio de Janeiro,125,104703,56066,48637,283
RJ,Rio de Janeiro,161,90684,49949,40735,208
RJ,Rio de Janeiro,162,119214,64855,54359,342
RJ,Rio de Janeiro,167,69456,37899,31557,183
RJ,Rio de Janeiro,169,86886,47734,39152,221
RJ,Rio de Janeiro,170,129879,72652,57227,337
RJ,Rio de Janeiro,176,92154,50507,41647,247
RJ,Rio de Janeiro,179,142630,78903,63727,345
RJ,Rio de Janeiro,180,90034,49733,40301,247
RJ,Rio de Janeiro,182,105964,58580,47384,261
RJ,Rio de Janeiro,185,107329,59135,48194,256
RJ,Rio de Janeiro,188,129922,72001,57921,341
RJ,Rio de Janeiro,191,101363,55354,46009,259
RJ,Rio de Janeiro,192,61959,33446,28513,151
RJ,Rio de Janeiro,204,110037,56964,53073,347
RJ,Rio de Janeiro,211,98618,53500,45118,257
RJ,Rio de Janeiro,214,130648,73179,57469,342
RJ,Rio de Janeiro,216,82657,46028,36629,223
RJ,Rio de Janeiro,218,97677,53450,44227,250
RJ,Rio de Janeiro,219,103240,56480,46760,269
RJ,Rio de Janeiro,229,108034,60212,47822,301
RJ,Rio de Janeiro,230,61763,34094,27669,141
RJ,Rio de Janeiro,233,104119,56340,47779,286
RJ,Rio de Janeiro,234,83694,45416,38278,199
RJ,Rio de Janeiro,238,109567,59032,50535,264
RJ,Rio de Janeiro,241,72977,39794,33183,167
RJ,Rio de Janeiro,242,71192,38609,32583,193
RJ,Rio de Janeiro,243,84328,46195,38133,200
RJ,Rio de Janeiro,245,105814,57005,48809,284
RJ,Rio de Janeiro,246,108815,59113,49702,259
RJ,Santa Maria Madalena,60,8786,4386,4400,37
RJ,Santo Antônio de Pádua,34,33506,17563,15943,129
RJ,Sapucaia,61,15648,8039,7609,58
RJ,Saquarema,62,89119,47628,41491,275
RJ,Seropédica,225,60450,31670,28780,189
RJ,Silva Jardim,63,18358,9418,8940,70
RJ,Sumidouro,64,13978,7053,6925,59
RJ,São Fidélis,35,29912,15507,14405,113
RJ,São Francisco de Itabapoana,130,39498,20165,19333,140
RJ,São Gonçalo,36,92540,50539,42001,297
RJ,São Gonçalo,68,80972,43833,37139,266
RJ,São Gonçalo,69,81507,44905,36602,238
RJ,São Gonçalo,87,86240,47080,39160,278
RJ,São Gonçalo,132,91521,50175,41346,272
RJ,São Gonçalo,133,100716,54085,46631,329
RJ,São Gonçalo,135,117241,63410,53831,374
RJ,São José de Ubá,107,7587,3841,3746,27
RJ,São José do Vale do Rio Preto,196,16075,8335,7740,69
RJ,São João da Barra,37,42202,22056,20146,136
RJ,São João de Meriti,88,65288,35199,30089,214
RJ,São João de Meriti,89,76194,41086,35108,246
RJ,São João de Meriti,186,92699,49723,42976,352
RJ,São João de Meriti,187,102303,54528,47775,362
RJ,São Pedro da Aldeia,59,73080,38555,34525,244
RJ,São Sebastião do Alto,60,7815,3990,3825,31
RJ,Tanguá,151,26284,13625,12659,82
RJ,Teresópolis,38,60013,32776,27237,192
RJ,Teresópolis,195,71087,37646,33441,244
RJ,Trajano de Moraes,51,9205,4632,4573,40
RJ,Três Rios,40,19197,10492,8705,87
RJ,Três Rios,174,42730,23151,19579,140
RJ,Valença,111,56392,30004,26388,223
RJ,Varre-Sai,43,8688,4355,4333,29
RJ,Vassouras,41,28923,15571,13352,105
RJ,Volta Redonda,90,96831,52114,44717,325
RJ,Volta Redonda,131,123562,66933,56629,379
RN,Acari,22,9247,4850,4397,30
RN,Afonso Bezerra,18,10370,5244,5126,33
RN,Alexandria,41,11747,6157,5590,43
RN,Almino Afonso,37,5160,2636,2524,21
RN,Alto do Rodrigues,47,11805,6116,5689,42
RN,Angicos,18,10040,5259,4781,31
RN,Antônio Martins,38,5809,3026,2783,27
RN,Apodi,35,29847,15421,14426,91
RN,Areia Branca,32,21819,11387,10432,87
RN,Arez,67,11424,5929,5495,37
RN,Assú,29,44846,23595,21251,132
RN,Baraúna,58,21614,11052,10562,65
RN,Barcelona,19,4657,2330,2327,14
RN,Baía Formosa,11,7386,3795,3591,24
RN,Bento Fernandes,62,4864,2398,2466,20
RN,Boa Saúde,53,7912,3983,3929,25
RN,Bodó,20,3764,1840,1924,11
RN,Bom Jesus,5,8886,4514,4372,31
RN,Brejinho,44,9945,5182,4763,28
RN,Caicó,25,44694,24083,20611,143
RN,Caiçara do Norte,52,5473,2780,2693,18
RN,Caiçara do Rio do Vento,17,4134,2111,2023,13
RN,Campo Grande,31,8708,4396,4312,33
RN,Campo Redondo,68,8486,4332,4154,26
RN,Canguaretama,11,24327,12614,11713,86
RN,Caraúbas,36,18820,9721,9099,64
RN,Carnaubais,47,8655,4379,4276,27
RN,Carnaúba dos Dantas,22,6276,3203,3073,18
RN,Ceará-Mirim,6,59069,31169,27900,199
RN,Cerro Corá,20,9546,4852,4694,30
RN,Coronel Ezequiel,68,4754,2381,2373,16
RN,Coronel João Pessoa,43,4063,2078,1985,15
RN,Cruzeta,22,6925,3582,3343,21
RN,Currais Novos,20,32225,17335,14890,109
RN,Doutor Severiano,43,6190,3233,2957,27
RN,Encanto,65,5094,2639,2455,15
RN,Equador,24,4740,2412,2328,16
RN,Espírito Santo,9,7881,4060,3821,28
RN,Extremoz,64,37322,20062,17260,115
RN,Felipe Guerra,45,7023,3605,3418,20
RN,Fernando Pedroza,18,3321,1625,1696,12
RN,Florânia,21,8327,4239,4088,29
RN,Francisco Dantas,40,2865,1479,1386,13
RN,Frutuoso Gomes,39,4183,2192,1991,15
RN,Galinhos,52,2813,1415,1398,10
RN,Goianinha,9,21736,11359,10377,76
RN,Governador Dix-Sept Rosado,49,12108,6128,5980,39
RN,Grossos,32,9486,4910,4576,32
RN,Guamaré,30,15618,8096,7522,45
RN,Ielmo Marinho,46,11256,5556,5700,48
RN,Ipanguaçu,54,12745,6578,6167,39
RN,Ipueira,26,2247,1140,1107,7
RN,Itajá,54,7182,3592,3590,21
RN,Itaú,45,5090,2637,2453,16
RN,Jandaíra,62,6333,3187,3146,22
RN,Janduís,31,4423,2358,2065,17
RN,Japi,16,5616,2925,2691,18
RN,Jardim de Angicos,10,3077,1500,1577,17
RN,Jardim de Piranhas,26,10923,5671,5252,37
RN,Jardim do Seridó,23,10315,5400,4915,34
RN,Jaçanã,68,6158,3198,2960,20
RN,José da Penha,42,5221,2766,2455,17
RN,João Câmara,10,26791,13944,12847,108
RN,João Dias,41,3110,1569,1541,10
RN,Jucurutu,27,15154,7731,7423,59
RN,Jundiá,9,4742,2323,2419,15
RN,Lagoa Nova,20,12729,6702,6027,45
RN,Lagoa Salgada,44,9576,4860,4716,29
RN,Lagoa d'Anta,15,6229,3140,3089,19
RN,Lagoa de Pedras,44,7514,3827,3687,23
RN,Lagoa de Velhos,19,3287,1587,1700,11
RN,Lajes,17,9281,4761,4520,31
RN,Lajes Pintadas,68,5181,2594,2587,19
RN,Lucrécia,39,3459,1769,1690,12
RN,Luís Gomes,42,7308,3817,3491,27
RN,Macau,30,22445,11762,10683,79
RN,Macaíba,5,53787,28566,25221,173
RN,Major Sales,42,3127,1637,1490,10
RN,Marcelino Vieira,65,6875,3546,3329,22
RN,Martins,38,7473,3927,3546,30
RN,Maxaranguape,64,10352,5242,5110,36
RN,Messias Targino,37,4663,2412,2251,18
RN,Montanhas,12,9446,4872,4574,35
RN,Monte Alegre,44,17019,8839,8180,56
RN,Monte das Gameleiras,15,3003,1486,1517,9
RN,Mossoró,33,98111,52799,45312,295
RN,Mossoró,34,84904,45400,39504,263
RN,Natal,1,101978,55992,45986,271
RN,Natal,2,115183,63812,51371,361
RN,Natal,3,124251,69458,54793,309
RN,Natal,4,103024,56673,46351,250
RN,Natal,69,118518,65112,53406,299
RN,Nova Cruz,12,27507,14647,12860,99
RN,Nísia Floresta,67,22783,11548,11235,75
RN,Olho d'Água do Borges,39,4693,2306,2387,18
RN,Ouro Branco,23,4538,2287,2251,14
RN,Paraná,42,4194,2056,2138,14
RN,Parazinho,52,5403,2781,2622,17
RN,Paraú,54,4301,2140,2161,19
RN,Parelhas,24,17172,9000,8172,57
RN,Parnamirim,50,142259,77095,65164,422
RN,Passa e Fica,12,9842,5166,4676,32
RN,Passagem,13,4589,2313,2276,14
RN,Patu,37,9841,5185,4656,29
RN,Pau dos Ferros,40,20781,11241,9540,74
RN,Pedra Grande,52,4306,2206,2100,15
RN,Pedra Preta,17,3313,1595,1718,10
RN,Pedro Avelino,17,6562,3273,3289,31
RN,Pedro Velho,11,11824,6126,5698,43
RN,Pendências,47,10826,5605,5221,39
RN,Pilões,41,3560,1799,1761,12
RN,Portalegre,63,6890,3599,3291,20
RN,Porto do Mangue,32,5105,2499,2606,17
RN,Poço Branco,62,11469,5756,5713,43
RN,Pureza,46,8340,4195,4145,30
RN,Rafael Fernandes,65,4879,2475,2404,15
RN,Rafael Godeiro,37,3634,1847,1787,11
RN,Riacho da Cruz,63,2726,1379,1347,9
RN,Riacho de Santana,65,3799,1911,1888,11
RN,Riachuelo,8,6890,3510,3380,22
RN,Rio do Fogo,64,10951,5644,5307,39
RN,Rodolfo Fernandes,45,4656,2384,2272,16
RN,Ruy Barbosa,19,4111,2005,2106,13
RN,Santa Cruz,16,26905,14165,12740,87
RN,Santa Maria,8,5016,2511,2505,16
RN,Santana do Matos,18,11078,5667,5411,41
RN,Santana do Seridó,24,2631,1320,1311,10
RN,Santo Antônio,13,18870,9723,9147,57
RN,Senador Elói de Souza,5,5717,2873,2844,17
RN,Senador Georgino Avelino,67,3769,1963,1806,15
RN,Serra Caiada,53,8821,4418,4403,25
RN,Serra Negra do Norte,26,6274,3264,3010,23
RN,Serra de São Bento,15,6027,3085,2942,18
RN,Serra do Mel,58,12840,6465,6375,45
RN,Serrinha,13,6969,3381,3588,26
RN,Serrinha dos Pintos,38,4153,2120,2033,16
RN,Severiano Melo,45,6816,3469,3347,27
RN,São Bento do Norte,52,4246,2122,2124,16
RN,São Bento do Trairí,16,4414,2268,2146,12
RN,São Fernando,23,3708,1870,1838,12
RN,São Francisco do Oeste,40,4065,2052,2013,12
RN,São Gonçalo do Amarante,51,76421,40571,35850,243
RN,São José de Mipibu,7,35057,18343,16714,115
RN,São José do Campestre,15,10414,5460,4954,31
RN,São José do Seridó,22,4481,2287,2194,13
RN,São João do Sabugi,26,5347,2762,2585,20
RN,São Miguel,43,18835,10085,8750,68
RN,São Miguel do Gostoso,14,9443,4717,4726,31
